INFO  2018-12-14 16:37:07,004 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1.2075ms 304 text/css
INFO  2018-12-14 16:37:07,005 [14   ] NetCore.StaticFiles.StaticFileMiddleware - The file /css/style.css was not modified
INFO  2018-12-14 16:37:07,005 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2.0768ms 304 text/css
INFO  2018-12-14 16:37:07,006 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/view-resources/Views/Account/_Layout.css?v=vIEtxnpR3ZrYbYcueRr_mJ9XuJJzDprh4sMCwvRBcqk  
INFO  2018-12-14 16:37:07,008 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /view-resources/Views/Account/_Layout.css was not modified
INFO  2018-12-14 16:37:07,008 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2.7726ms 304 text/css
INFO  2018-12-14 16:37:07,018 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/bootstrap/dist/js/bootstrap.js?v=Cr6N6zNN4bp0OwTQOZ6Z66M2r-2dpy_EwKMCyZ-SOMg  
INFO  2018-12-14 16:37:07,020 [11   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/bootstrap/dist/js/bootstrap.js was not modified
INFO  2018-12-14 16:37:07,020 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1.7766ms 304 application/javascript
INFO  2018-12-14 16:37:07,020 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/jquery/dist/jquery.js?v=DZAnKJ_6XZ9si04Hgrsxu_8s717jcIzLy3oi35EouyE  
INFO  2018-12-14 16:37:07,020 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/moment/min/moment-with-locales.js?v=7CN4bWPV0U57HDA4YjdCBKCAynhqdWErjNn-5rrsW_I  
INFO  2018-12-14 16:37:07,021 [14   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/moment/min/moment-with-locales.js was not modified
INFO  2018-12-14 16:37:07,021 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.6171ms 304 application/javascript
INFO  2018-12-14 16:37:07,021 [11   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/jquery/dist/jquery.js was not modified
INFO  2018-12-14 16:37:07,021 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1.0116ms 304 application/javascript
INFO  2018-12-14 16:37:07,021 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/jquery-validation/dist/jquery.validate.js?v=KuzD50lDGNI5jq_ipt4hwDpSJk3fhseTR1jdvaBoZLs  
INFO  2018-12-14 16:37:07,023 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/blockUI/jquery.blockUI.js?v=oQaw-JJuUcJQ9QVYMcFnPxICDT-hv8-kuxT2FNzTGhc  
INFO  2018-12-14 16:37:07,024 [14   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/jquery-validation/dist/jquery.validate.js was not modified
INFO  2018-12-14 16:37:07,024 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2.7092ms 304 application/javascript
INFO  2018-12-14 16:37:07,024 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/blockUI/jquery.blockUI.js was not modified
INFO  2018-12-14 16:37:07,024 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/toastr/toastr.js?v=C7DJ6LzTt1Hvj9fd-yRnySs3I4T2B8XmQ3TqXQjc00g  
INFO  2018-12-14 16:37:07,024 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1.6279ms 304 application/javascript
INFO  2018-12-14 16:37:07,024 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/sweetalert/dist/sweetalert.min.js?v=aPktydUv1rN3mouQeXoKi3ioFTIQlULuqYeoTAA2ihY  
INFO  2018-12-14 16:37:07,025 [14   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/toastr/toastr.js was not modified
INFO  2018-12-14 16:37:07,025 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.5116ms 304 application/javascript
INFO  2018-12-14 16:37:07,033 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/sweetalert/dist/sweetalert.min.js was not modified
INFO  2018-12-14 16:37:07,033 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 9.0824ms 304 application/javascript
INFO  2018-12-14 16:37:07,041 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/spin.js/spin.js?v=GySbz3oZXNlwoawo5PpYy0iM38B-q3jyi_HLw00uxy0  
INFO  2018-12-14 16:37:07,041 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/spin.js/jquery.spin.js?v=EG38bUU5b2M64hy9cNAzu_cQBEsiBYsDifOcoHqNd2k  
INFO  2018-12-14 16:37:07,042 [11   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/spin.js/spin.js was not modified
INFO  2018-12-14 16:37:07,042 [14   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/spin.js/jquery.spin.js was not modified
INFO  2018-12-14 16:37:07,042 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.9635ms 304 application/javascript
INFO  2018-12-14 16:37:07,042 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.5801ms 304 application/javascript
INFO  2018-12-14 16:37:07,042 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/Waves/dist/waves.js?v=Lar7zQhqgdoUsaqhuwkgnWgsC-eRWIxHhJPV-QtrDog  
INFO  2018-12-14 16:37:07,044 [11   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/Waves/dist/waves.js was not modified
INFO  2018-12-14 16:37:07,044 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1.9298ms 304 application/javascript
INFO  2018-12-14 16:37:07,064 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/abp.js?v=FGfi3RfHf06ftjVdq2JaO16cF9CPZNPvujmuYBacXxg  
INFO  2018-12-14 16:37:07,064 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.toastr.js?v=ImopdkB8alCil1HigOwW3CDqWKsLZXyplf7TXBbjRnE  
INFO  2018-12-14 16:37:07,065 [11   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/abp-web-resources/Abp/Framework/scripts/abp.js was not modified
INFO  2018-12-14 16:37:07,065 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.9062ms 304 application/javascript
INFO  2018-12-14 16:37:07,065 [12   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/abp-web-resources/Abp/Framework/scripts/libs/abp.toastr.js was not modified
INFO  2018-12-14 16:37:07,065 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.6688ms 304 application/javascript
INFO  2018-12-14 16:37:07,065 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.jquery.js?v=lMgLZMlGsipWDxpvEPxfKVREzRedV_ygRnTj2kvADpw  
INFO  2018-12-14 16:37:07,066 [12   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/abp-web-resources/Abp/Framework/scripts/libs/abp.jquery.js was not modified
INFO  2018-12-14 16:37:07,066 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.859ms 304 application/javascript
INFO  2018-12-14 16:37:07,069 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/abp-web-resources/Abp/Framework/scripts/libs/abp.spin.js?v=RJuGDX616JN_UziXsmKnth0alpECKCx0gtxKZVrZWxY  
